station,nutrient,datetime,value
ON02GE9007,TKN,2018-08-28 15:30:00,0.659
ON02GE9007,TKN,2018-09-25 16:00:00,0.55
ON02GE9055,TKN,2017-04-18 17:00:00,0.517
ON02GE9055,TKN,2017-05-02 15:34:00,0.65
ON02GE9055,TKN,2017-05-09 15:30:00,0.682
ON02GE9055,TKN,2017-05-16 15:34:00,0.574
ON02GE9055,TKN,2017-05-30 16:05:00,0.728
ON02GE9055,TKN,2017-06-13 16:04:00,0.618
ON02GE9055,TKN,2017-06-27 17:05:00,0.66
ON02GE9055,TKN,2017-07-11 16:10:00,0.615
ON02GE9055,TKN,2017-07-25 15:40:00,0.668
ON02GE9055,TKN,2017-08-08 15:27:00,0.554
ON02GE9055,TKN,2017-08-22 16:05:00,0.551
ON02GE9055,TKN,2017-09-05 16:00:00,0.571
ON02GE9055,TKN,2017-09-18 15:06:00,0.649
ON02GE9055,TKN,2017-10-03 16:10:00,0.599
ON02GE9055,TKN,2017-10-17 15:40:00,0.504
ON02GE9055,TKN,2017-10-31 16:05:00,0.623
ON02GE9055,TKN,2017-11-14 16:30:00,0.657
ON02GE9055,TKN,2017-12-12 17:05:00,0.586
ON02GE9055,TKN,2018-01-23 17:05:00,0.854
ON02GE9055,TKN,2018-02-21 16:14:00,0.795
ON02GE9055,TKN,2018-02-28 16:45:00,0.713
ON02GE9055,TKN,2018-03-21 15:45:00,0.562
ON02GE9055,TKN,2018-04-03 15:40:00,0.635
ON02GE9055,TKN,2018-04-17 15:25:00,0.679
ON02GE9055,TKN,2018-05-01 15:30:00,0.509
ON02GE9055,TKN,2018-05-15 15:50:00,0.787
ON02GE9055,TKN,2018-05-30 15:15:00,0.699
ON02GE9055,TKN,2018-06-26 15:34:00,0.628
ON02GE9055,TKN,2018-07-17 16:30:00,0.575
ON02GE9055,TKN,2018-07-31 15:30:00,0.589
ON02GE9055,TKN,2018-08-14 16:05:00,0.8
ON02GE9055,TKN,2018-08-28 15:05:00,0.582
ON02GE9055,TKN,2018-09-11 15:45:00,0.572
ON02GE9055,TKN,2018-09-25 15:30:00,0.533
ON02GE9055,TKN,2018-10-09 16:25:00,1.02
ON02GE9055,TKN,2018-10-23 16:00:00,0.487
ON02GE9056,TKN,2017-04-18 19:27:00,0.608
ON02GE9056,TKN,2017-05-02 17:55:00,0.663
ON02GE9056,TKN,2017-05-09 17:44:00,0.707
ON02GE9056,TKN,2017-05-16 17:46:00,0.528
ON02GE9056,TKN,2017-05-30 18:00:00,0.704
ON02GE9056,TKN,2017-06-13 18:07:00,0.609
ON02GE9056,TKN,2017-06-27 19:00:00,0.696
ON02GE9056,TKN,2017-07-11 14:15:00,0.635
ON02GE9056,TKN,2017-07-25 18:10:00,0.638
ON02GE9056,TKN,2017-08-08 18:37:00,0.611
ON02GE9056,TKN,2017-08-22 18:25:00,0.579
ON02GE9056,TKN,2017-09-05 18:40:00,0.636
ON02GE9056,TKN,2017-09-18 18:35:00,0.595
ON02GE9056,TKN,2017-10-03 18:12:00,0.715
ON02GE9056,TKN,2017-10-17 17:30:00,1.02
ON02GE9056,TKN,2017-10-31 18:15:00,0.637
ON02GE9056,TKN,2017-11-14 18:00:00,0.603
ON02GE9056,TKN,2017-12-12 19:30:00,0.619
ON02GE9056,TKN,2018-01-23 19:30:00,0.837
ON02GE9056,TKN,2018-02-21 18:12:00,0.829
ON02GE9056,TKN,2018-02-28 19:15:00,0.735
ON02GE9056,TKN,2018-03-21 17:45:00,0.549
ON02GE9056,TKN,2018-04-03 18:00:00,0.572
ON02GE9056,TKN,2018-04-17 17:40:00,0.6
ON02GE9056,TKN,2018-05-01 17:20:00,0.45
ON02GE9056,TKN,2018-05-15 17:50:00,0.716
ON02GE9056,TKN,2018-05-30 17:40:00,0.549
ON02GE9056,TKN,2018-06-26 18:02:00,0.967
ON02GE9056,TKN,2018-07-17 14:00:00,0.489
ON02GE9056,TKN,2018-07-31 14:33:00,0.802
ON02GE9056,TKN,2018-08-14 13:50:00,0.641
ON02GE9056,TKN,2018-08-28 14:45:00,0.694
ON02GE9056,TKN,2018-09-11 17:40:00,0.655
ON02GE9056,TKN,2018-09-25 13:58:00,0.538
ON02GE9056,TKN,2018-10-09 18:40:00,0.68
ON02GE9056,TKN,2018-10-23 18:00:00,0.51
ON02GC1700,TN,2011-11-29 17:00:00,5.24
ON02GC1700,TN,2011-12-13 17:00:00,7.24
ON02GC1700,TN,2012-01-10 17:00:00,7.01
ON02GC1700,TN,2012-01-17 17:00:00,6.65
ON02GC1700,TN,2012-01-23 17:00:00,6.53
ON02GC1700,TN,2012-01-31 17:00:00,6.09
ON02GC1700,TN,2012-02-06 17:00:00,6.35
ON02GC1700,TN,2012-02-13 17:00:00,7.61
ON02GC1700,TN,2012-02-21 17:00:00,5.55
ON02GC1700,TN,2012-02-28 17:00:00,5.48
ON02GC1700,TN,2012-03-05 17:00:00,5.9
ON02GC1700,TN,2012-03-12 16:00:00,6.49
ON02GC1700,TN,2012-03-20 16:00:00,5.96
ON02GC1700,TN,2012-03-26 16:00:00,5.04
ON02GE1000,TN,2012-01-17 17:00:00,6.71
ON02GE1000,TN,2012-01-23 17:00:00,7.05
ON02GE1000,TN,2012-01-31 17:00:00,7.76
ON02GE1000,TN,2012-02-06 17:00:00,6.42
ON02GE1000,TN,2012-02-13 17:00:00,7.48
ON02GE1000,TN,2012-02-21 17:00:00,5.56
ON02GE1000,TN,2012-02-28 17:00:00,5.74
ON02GE1000,TN,2012-03-05 17:00:00,6
ON02GE1000,TN,2012-03-12 16:00:00,5.97
ON02GE1000,TN,2012-03-20 16:00:00,5.98
ON02GE1000,TN,2012-03-26 16:00:00,5.2
ON02GC1700,PN,2011-11-29 17:00:00,1.23
ON02GC1700,PN,2011-12-13 17:00:00,0.177
ON02GC1700,PN,2012-01-10 17:00:00,0.148
ON02GC1700,PN,2012-01-17 17:00:00,0.208
ON02GC1700,PN,2012-01-23 17:00:00,0.115
ON02GC1700,PN,2012-01-31 17:00:00,0.149
ON02GC1700,PN,2012-02-06 17:00:00,0.169
ON02GC1700,PN,2012-02-13 17:00:00,0.082
ON02GC1700,PN,2012-02-21 17:00:00,0.098
ON02GC1700,PN,2012-02-28 17:00:00,0.144
ON02GC1700,PN,2012-03-05 17:00:00,0.468
ON02GC1700,PN,2012-03-12 16:00:00,0.132
ON02GC1700,PN,2012-03-20 16:00:00,0.136
ON02GC1700,PN,2012-03-26 16:00:00,0.27
ON02GC1700,PN,2012-04-02 16:00:00,0.178
ON02GC1700,PN,2012-04-10 16:00:00,0.292
ON02GE1000,PN,2012-01-17 17:00:00,0.334
ON02GE1000,PN,2012-01-23 17:00:00,0.15
ON02GE1000,PN,2012-01-31 17:00:00,0.163
ON02GE1000,PN,2012-02-06 17:00:00,0.152
ON02GE1000,PN,2012-02-13 17:00:00,0.114
ON02GE1000,PN,2012-02-21 17:00:00,0.129
ON02GE1000,PN,2012-02-28 17:00:00,0.163
ON02GE1000,PN,2012-03-05 17:00:00,0.441
ON02GE1000,PN,2012-03-12 16:00:00,0.141
ON02GE1000,PN,2012-03-20 16:00:00,0.146
ON02GE1000,PN,2012-03-26 16:00:00,0.253
ON02GE1000,PN,2012-04-02 16:00:00,0.149
ON02GE1000,PN,2012-04-10 16:00:00,0.286
ON02GE1000,PN,2012-04-16 16:00:00,0.02
ON02GE1000,PN,2012-06-11 16:00:00,0.215
ON02GE1000,PN,2012-06-18 16:00:00,0.214
ON02GE1000,PN,2012-06-25 16:00:00,0.292
ON02GE1000,PN,2012-07-03 16:00:00,0.21
ON02GE1000,PN,2012-07-23 16:00:00,0.605
ON02GE1000,PN,2012-07-30 16:00:00,1
ON02GE1000,PN,2012-08-07 16:00:00,3.18
ON02GE1000,PN,2012-08-27 16:00:00,0.589
ON02GE1000,PN,2012-09-04 16:00:00,0.285
ON02GE1000,PN,2012-09-10 15:20:00,0.47
ON02GE1000,PN,2012-09-18 16:56:00,0.261
ON02GE1000,PN,2012-09-24 15:23:00,0.237
ON02GE1000,PN,2012-10-01 14:35:00,0.237
ON02GE1000,PN,2012-10-09 14:30:00,0.49
ON02GE1000,PN,2012-10-16 14:45:00,0.18
ON02GE1000,PN,2012-10-23 16:15:00,0.182
ON02GE1000,PN,2012-11-05 16:15:00,0.24
ON02GE1000,PN,2012-11-19 17:40:00,0.076
ON02GE1000,PN,2013-05-01 18:15:00,0.131
ON02GE1000,PN,2013-07-08 18:30:00,0.59
ON02GC1700,NO23,2011-11-29 17:00:00,4.55
ON02GC1700,NO23,2011-12-13 17:00:00,6.86
ON02GC1700,NO23,2012-01-10 17:00:00,6.21
ON02GC1700,NO23,2012-01-17 17:00:00,6.26
ON02GC1700,NO23,2012-01-23 17:00:00,6.2
ON02GC1700,NO23,2012-01-31 17:00:00,5.79
ON02GC1700,NO23,2012-02-06 17:00:00,6.17
ON02GC1700,NO23,2012-02-13 17:00:00,6.3
ON02GC1700,NO23,2012-02-21 17:00:00,5.34
ON02GC1700,NO23,2012-02-28 17:00:00,5.36
ON02GC1700,NO23,2012-03-05 17:00:00,5.43
ON02GC1700,NO23,2012-03-12 16:00:00,6.13
ON02GC1700,NO23,2012-03-20 16:00:00,5.34
ON02GC1700,NO23,2012-03-26 16:00:00,5.07
ON02GC1700,NO23,2012-04-02 16:00:00,4.63
ON02GC1700,NO23,2012-04-10 16:00:00,4.4
ON02GD9041,NO23,2016-06-16 16:00:00,5.64
ON02GD9041,NO23,2016-07-04 19:09:00,3.5
ON02GD9041,NO23,2016-07-11 16:31:00,4.59
ON02GD9041,NO23,2016-07-25 17:16:00,2
ON02GD9041,NO23,2016-08-08 17:20:00,2.44
ON02GD9041,NO23,2016-08-17 17:24:00,6.07
ON02GD9041,NO23,2016-08-22 17:45:00,4.02
ON02GD9041,NO23,2016-08-29 16:00:00,6.5
ON02GD9041,NO23,2016-09-06 18:00:00,5.64
ON02GD9041,NO23,2016-09-19 17:15:00,2.99
ON02GD9041,NO23,2016-10-03 18:05:00,0.848
ON02GD9041,NO23,2016-10-17 16:33:00,2.52
ON02GD9041,NO23,2016-10-31 17:15:00,2.86
ON02GD9041,NO23,2016-11-14 18:22:00,5.55
ON02GD9041,NO23,2016-11-28 18:55:00,7.12
ON02GD9041,NO23,2017-01-23 20:03:00,11.5
ON02GD9041,NO23,2017-02-13 18:22:00,10.7
ON02GD9041,NO23,2017-03-20 18:11:00,8.73
ON02GD9041,NO23,2017-04-04 18:18:00,9.7
ON02GD9041,NO23,2017-04-18 17:14:00,9.6
ON02GD9041,NO23,2017-05-02 16:54:00,7.77
ON02GD9041,NO23,2017-05-09 17:45:00,9.87
ON02GD9041,NO23,2017-05-16 17:35:00,8.14
ON02GD9041,NO23,2017-05-30 17:30:00,8.92
ON02GD9041,NO23,2017-06-13 17:16:00,7.95
ON02GD9041,NO23,2017-06-27 17:23:00,8.84
ON02GD9041,NO23,2017-07-11 17:28:00,7.2
ON02GD9041,NO23,2017-07-25 17:40:00,7.72
ON02GD9041,NO23,2017-08-08 18:24:00,7.73
ON02GD9041,NO23,2017-08-22 16:52:00,6.29
ON02GD9041,NO23,2017-09-05 17:14:00,5.22
ON02GD9041,NO23,2017-09-18 16:36:00,5.9
ON02GD9041,NO23,2017-10-03 17:22:00,6.3
ON02GD9041,NO23,2017-10-17 16:41:00,4.01
ON02GD9041,NO23,2017-10-31 17:00:00,5.51
ON02GD9041,NO23,2017-11-14 18:02:00,6.22
ON02GD9041,NO23,2017-12-12 18:24:00,8.77
ON02GD9041,NO23,2018-01-23 17:38:00,7.45
ON02GD9041,NO23,2018-02-21 17:57:00,6.66
ON02GD9041,NO23,2018-02-28 18:35:00,10.2
ON02GD9041,NO23,2018-03-21 16:38:00,9.57
ON02GD9041,NO23,2018-04-03 17:15:00,10.8
ON02GD9041,NO23,2018-04-17 18:17:00,10.9
ON02GD9041,NO23,2018-05-01 18:10:00,8.77
ON02GD9041,NO23,2018-05-15 16:56:00,4.8
ON02GD9041,NO23,2018-05-30 16:00:00,7.68
ON02GD9041,NO23,2018-06-26 16:00:00,16.8
ON02GD9041,NO23,2018-07-17 17:25:00,8.02
ON02GD9041,NO23,2018-07-31 17:38:00,7.94
ON02GD9041,NO23,2018-08-14 17:25:00,9.5
ON02GD9041,NO23,2018-08-28 17:38:00,10.9
ON02GD9041,NO23,2018-09-11 16:40:00,6.78
ON02GD9041,NO23,2018-09-25 17:40:00,7.01
ON02GD9041,NO23,2018-10-09 16:35:00,10.7
ON02GD9041,NO23,2018-10-23 16:50:00,8.35
ON02GD9048,NO23,2017-08-08 15:40:00,1.83
ON02GD9048,NO23,2017-08-22 15:10:00,1.06
ON02GD9048,NO23,2017-09-05 15:31:00,0.495
ON02GD9048,NO23,2017-09-18 15:07:00,0.64
ON02GD9048,NO23,2017-10-03 15:44:00,0.249
ON02GD9048,NO23,2017-10-17 15:07:00,0.354
ON02GD9048,NO23,2017-10-31 15:35:00,1.8
ON02GD9048,NO23,2017-11-14 16:41:00,7.12
ON02GD9048,NO23,2017-12-12 16:54:00,5.35
ON02GD9048,NO23,2018-01-23 16:28:00,8.16
ON02GD9048,NO23,2018-02-21 16:37:00,2.05
ON02GD9048,NO23,2018-02-28 17:32:00,6.66
ON02GD9048,NO23,2018-03-21 15:28:00,7.19
ON02GD9048,NO23,2018-04-03 16:07:00,5.42
ON02GD9048,NO23,2018-04-17 17:09:00,6.38
ON02GD9048,NO23,2018-05-01 16:51:00,5.59
ON02GD9048,NO23,2018-05-15 15:30:00,4.7
ON02GD9048,NO23,2018-05-30 15:17:00,3.09
ON02GD9048,NO23,2018-06-26 16:00:00,8.06
ON02GD9048,NO23,2018-07-17 15:35:00,2.89
ON02GD9048,NO23,2018-07-31 16:13:00,1.44
ON02GD9048,NO23,2018-08-14 15:21:00,1.6
ON02GD9048,NO23,2018-08-28 16:09:00,2.93
ON02GD9048,NO23,2018-09-11 15:18:00,1.62
ON02GD9048,NO23,2018-09-25 16:10:00,0.72
ON02GD9048,NO23,2018-10-09 15:20:00,4.82
ON02GD9048,NO23,2018-10-23 15:20:00,3.7
ON02GD9055,NO23,2016-06-16 16:00:00,1.32
ON02GD9055,NO23,2016-07-04 18:40:00,0.065
ON02GD9055,NO23,2016-07-11 16:03:00,0.182
ON02GD9055,NO23,2016-07-25 16:46:00,0.072
ON02GD9055,NO23,2016-08-08 17:00:00,0.03
ON02GD9055,NO23,2016-08-17 16:55:00,0.636
ON02GD9055,NO23,2016-08-22 17:13:00,3.43
ON02GD9055,NO23,2016-08-29 16:00:00,0.749
ON02GD9055,NO23,2016-09-06 17:26:00,0.033
ON02GD9055,NO23,2016-09-19 16:43:00,0.403
ON02GD9055,NO23,2016-10-03 17:35:00,1.01
ON02GD9055,NO23,2016-10-17 16:07:00,0.828
ON02GD9055,NO23,2016-10-31 16:41:00,1.17
ON02GD9055,NO23,2016-11-14 17:55:00,2.12
ON02GD9055,NO23,2016-11-28 18:25:00,5.12
ON02GD9055,NO23,2017-01-09 18:40:00,10.3
ON02GD9055,NO23,2017-01-23 18:43:00,8.49
ON02GD9055,NO23,2017-02-13 17:36:00,7.9
ON02GD9055,NO23,2017-03-20 16:59:00,6.4
ON02GD9055,NO23,2017-04-04 17:02:00,6.77
ON02GD9055,NO23,2017-04-18 16:28:00,5.89
ON02GD9056,NO23,2016-06-16 16:00:00,3.88
ON02GD9056,NO23,2016-07-04 15:07:00,3.24
ON02GD9056,NO23,2016-07-11 14:12:00,2.83
ON02GD9056,NO23,2016-07-25 15:00:00,2.76
ON02GD9056,NO23,2016-08-08 14:55:00,3.31
ON02GD9056,NO23,2016-08-17 14:35:00,2.6
ON02GD9056,NO23,2016-08-22 15:06:00,2.61
ON02GD9056,NO23,2016-08-29 16:00:00,3.45
ON02GD9056,NO23,2016-09-06 15:14:00,2.61
ON02GD9056,NO23,2016-09-19 14:34:00,3.33
ON02GD9056,NO23,2016-10-03 15:07:00,3.14
ON02GD9056,NO23,2016-10-17 14:22:00,3.72
ON02GD9056,NO23,2016-10-31 14:38:00,0.406
ON02GD9056,NO23,2016-11-14 15:41:00,4.16
ON02GD9056,NO23,2016-11-28 16:02:00,4.56
ON02GD9056,NO23,2016-12-12 15:36:00,6.27
ON02GD9056,NO23,2017-01-09 15:41:00,11.7
ON02GD9056,NO23,2017-01-23 16:15:00,10.2
ON02GD9056,NO23,2017-02-13 15:30:00,8.51
ON02GD9056,NO23,2017-03-20 14:49:00,6.88
ON02GD9056,NO23,2017-04-04 14:52:00,7.63
ON02GD9056,NO23,2017-04-18 14:17:00,6.94
ON02GD9056,NO23,2017-05-02 13:57:00,5.94
ON02GD9056,NO23,2017-05-09 14:35:00,6.95
ON02GD9056,NO23,2017-05-16 14:25:00,5.77
ON02GD9056,NO23,2017-05-30 14:26:00,7.26
ON02GD9056,NO23,2017-06-13 14:00:00,4.57
ON02GD9056,NO23,2017-06-27 13:55:00,6.23
ON02GD9056,NO23,2017-07-11 14:11:00,3.39
ON02GD9056,NO23,2017-07-25 14:00:00,4.69
ON02GD9056,NO23,2017-08-08 14:01:00,3.3
ON02GD9056,NO23,2017-08-22 13:52:00,3.22
ON02GD9056,NO23,2017-09-05 13:57:00,2.58
ON02GD9056,NO23,2017-09-18 13:48:00,2.91
ON02GD9056,NO23,2017-10-03 14:15:00,2.71
ON02GD9056,NO23,2017-10-17 13:44:00,2.93
ON02GD9056,NO23,2017-10-31 14:11:00,3.6
ON02GD9056,NO23,2017-11-14 15:06:00,4.35
ON02GD9056,NO23,2017-12-12 15:18:00,6.51
ON02GD9056,NO23,2018-01-23 15:12:00,5.68
ON02GD9056,NO23,2018-02-21 14:51:00,3.07
ON02GD9056,NO23,2018-02-28 15:15:00,7.4
ON02GD9056,NO23,2018-03-21 14:02:00,7.29
ON02GD9056,NO23,2018-04-03 13:33:00,8.35
ON02GD9056,NO23,2018-04-17 13:53:00,6.66
ON02GD9056,NO23,2018-05-01 14:14:00,6.27
ON02GD9056,NO23,2018-05-15 13:52:00,4.76
ON02GD9056,NO23,2018-05-30 13:53:00,4.13
ON02GD9056,NO23,2018-06-26 16:00:00,16.4
ON02GD9056,NO23,2018-07-17 13:57:00,3.62
ON02GD9056,NO23,2018-07-31 13:46:00,3.72
ON02GD9056,NO23,2018-08-14 13:36:00,3.06
ON02GD9056,NO23,2018-08-28 13:50:00,6.49
ON02GD9056,NO23,2018-09-11 14:00:00,4.21
ON02GD9056,NO23,2018-09-25 15:45:00,3.24
ON02GD9056,NO23,2018-10-09 14:02:00,6.41
ON02GD9056,NO23,2018-10-23 14:10:00,5.39
ON02GD9057,NO23,2017-04-04 16:35:00,6.89
ON02GD9057,NO23,2017-04-18 15:44:00,6.52
ON02GD9057,NO23,2017-05-02 15:22:00,5.72
ON02GD9057,NO23,2017-05-09 16:00:00,7.22
ON02GD9057,NO23,2017-05-16 16:00:00,6.14
ON02GD9057,NO23,2017-05-30 15:51:00,10.4
ON02GD9057,NO23,2017-06-13 15:34:00,6.22
ON02GD9057,NO23,2017-06-27 15:35:00,7.11
ON02GD9057,NO23,2017-07-11 15:47:00,6.79
ON02GD9057,NO23,2017-07-25 15:32:00,4.86
ON02GD9057,NO23,2017-08-08 16:09:00,2.42
ON02GD9057,NO23,2017-08-22 15:31:00,1.09
ON02GD9057,NO23,2017-09-05 15:51:00,0.468
ON02GD9057,NO23,2017-09-18 15:26:00,0.009
ON02GD9057,NO23,2017-10-03 16:11:00,0.019
ON02GD9057,NO23,2017-10-17 15:24:00,0.15
ON02GD9057,NO23,2017-10-31 15:57:00,1.63
ON02GD9057,NO23,2017-11-14 16:58:00,7.31
ON02GD9057,NO23,2018-05-01 17:10:00,5.79
ON02GD9057,NO23,2018-05-15 15:52:00,5.2
ON02GD9057,NO23,2018-05-30 15:36:00,2.29
ON02GD9057,NO23,2018-06-26 16:00:00,1.33
ON02GD9057,NO23,2018-07-17 15:59:00,4
ON02GD9057,NO23,2018-07-31 16:30:00,1.79
ON02GD9057,NO23,2018-08-14 15:48:00,0.978
ON02GD9057,NO23,2018-08-28 16:30:00,2.5
ON02GD9057,NO23,2018-09-11 15:30:00,1.69
ON02GD9057,NO23,2018-09-25 16:25:00,0.722
ON02GD9057,NO23,2018-10-09 15:40:00,4.17
ON02GD9057,NO23,2018-10-23 15:40:00,3.6
ON02GD9058,NO23,2017-01-23 19:27:00,6.75
ON02GD9058,NO23,2017-01-23 19:50:00,0.678
ON02GD9058,NO23,2017-02-13 18:07:00,6.29
ON02GD9058,NO23,2017-03-20 17:30:00,0.189
ON02GD9058,NO23,2017-03-20 17:30:00,5.27
ON02GD9058,NO23,2017-04-04 18:00:00,0.224
ON02GD9058,NO23,2017-04-04 18:00:00,6.54
ON02GD9058,NO23,2017-04-18 16:57:00,5.99
ON02GD9058,NO23,2017-05-02 16:37:00,5.1
ON02GD9058,NO23,2017-05-09 17:17:00,3.3
ON02GD9058,NO23,2017-05-16 17:20:00,5.19
ON02GD9058,NO23,2017-05-30 17:13:00,6.46
ON02GD9058,NO23,2017-06-13 16:55:00,6.44
ON02GD9058,NO23,2017-06-27 16:56:00,6.97
ON02GD9058,NO23,2017-06-27 17:00:00,5.58
ON02GD9058,NO23,2017-07-11 17:08:00,6.51
ON02GD9058,NO23,2017-07-25 17:10:00,1.62
ON02GD9058,NO23,2017-07-25 17:10:00,6.62
ON02GD9058,NO23,2017-08-08 17:27:00,0.791
ON02GD9058,NO23,2017-08-08 17:27:00,6.53
ON02GD9058,NO23,2017-08-22 16:27:00,0.026
ON02GD9058,NO23,2017-08-22 16:27:00,6.37
ON02GD9058,NO23,2017-09-05 16:50:00,0.298
ON02GD9058,NO23,2017-09-05 16:50:00,6.56
ON02GD9058,NO23,2017-09-18 16:19:00,6.54
ON02GD9058,NO23,2017-10-03 17:05:00,6.9
ON02GD9058,NO23,2017-10-17 16:21:00,6.73
ON02GD9058,NO23,2017-10-17 16:21:00,1.03
ON02GD9058,NO23,2017-10-31 16:46:00,6.94
ON02GD9058,NO23,2017-11-14 17:48:00,6.48
ON02GD9058,NO23,2017-12-12 18:09:00,5.57
ON02GD9058,NO23,2018-01-23 17:23:00,6.92
ON02GD9058,NO23,2018-02-21 17:40:00,5.62
ON02GD9058,NO23,2018-02-21 17:40:00,3.62
ON02GD9058,NO23,2018-02-28 18:22:00,4.71
ON02GD9058,NO23,2018-03-21 16:22:00,6.12
ON02GD9058,NO23,2018-04-03 17:00:00,7.25
ON02GD9058,NO23,2018-04-17 18:04:00,8.01
ON02GD9058,NO23,2018-05-01 17:56:00,6.22
ON02GD9058,NO23,2018-05-15 16:43:00,7.81
ON02GD9058,NO23,2018-05-30 16:23:00,6.8
ON02GD9058,NO23,2018-06-26 16:00:00,11
ON02GD9058,NO23,2018-07-17 17:48:00,6.03
ON02GD9058,NO23,2018-07-31 17:20:00,6.44
ON02GD9058,NO23,2018-08-14 17:05:00,5.95
ON02GD9058,NO23,2018-08-28 17:27:00,4.83
ON02GD9058,NO23,2018-09-11 16:28:00,4.74
ON02GD9058,NO23,2018-09-25 17:20:00,6.17
ON02GD9058,NO23,2018-10-09 16:19:00,5.32
ON02GD9058,NO23,2018-10-23 16:40:00,5.67
ON02GD9059,NO23,2017-04-18 13:48:00,8.06
ON02GD9059,NO23,2017-05-02 13:30:00,6.6
ON02GD9059,NO23,2017-05-09 14:05:00,9.04
ON02GD9059,NO23,2017-05-16 14:00:00,7.13
ON02GD9059,NO23,2017-05-30 13:58:00,8.67
ON02GD9059,NO23,2017-06-13 13:30:00,5.93
ON02GD9059,NO23,2017-06-27 13:26:00,6.32
ON02GD9059,NO23,2017-07-11 13:37:00,4.91
ON02GD9059,NO23,2017-07-25 13:29:00,6.06
ON02GD9059,NO23,2017-08-08 13:26:00,5.42
ON02GD9059,NO23,2017-08-22 13:18:00,4.45
ON02GD9059,NO23,2017-09-05 17:26:00,3.52
ON02GD9059,NO23,2017-09-18 13:20:00,3.48
ON02GD9059,NO23,2017-10-03 13:44:00,4.41
ON02GD9059,NO23,2017-10-17 13:16:00,3.68
ON02GD9059,NO23,2017-10-31 13:40:00,5.02
ON02GD9059,NO23,2017-11-14 14:37:00,7.1
ON02GD9059,NO23,2017-12-12 14:42:00,7.46
ON02GD9059,NO23,2018-01-23 14:42:00,6.16
ON02GD9059,NO23,2018-02-21 14:17:00,4.21
ON02GD9059,NO23,2018-02-28 14:47:00,9.68
ON02GD9059,NO23,2018-03-21 13:44:00,5.79
ON02GD9059,NO23,2018-04-03 13:09:00,10.5
ON02GD9059,NO23,2018-04-17 13:27:00,8.25
ON02GD9059,NO23,2018-05-01 13:49:00,7.74
ON02GD9059,NO23,2018-05-15 13:21:00,5.62
ON02GD9059,NO23,2018-05-30 13:27:00,4.17
ON02GD9059,NO23,2018-06-26 16:00:00,17.8
ON02GD9059,NO23,2018-07-17 13:27:00,5.05
ON02GD9059,NO23,2018-07-31 13:22:00,4.75
ON02GD9059,NO23,2018-08-14 13:20:00,5.51
ON02GD9059,NO23,2018-08-28 13:25:00,9.33
ON02GD9059,NO23,2018-09-11 13:35:00,4.84
ON02GD9059,NO23,2018-09-25 18:10:00,3.62
ON02GD9059,NO23,2018-10-09 13:35:00,9.95
ON02GD9059,NO23,2018-10-23 13:40:00,6.05
ON02GD9060,NO23,2017-04-18 15:54:00,6.35
ON02GD9060,NO23,2017-05-02 15:38:00,5.45
ON02GD9060,NO23,2017-05-09 16:12:00,7.15
ON02GD9060,NO23,2017-05-16 16:15:00,6.26
ON02GD9060,NO23,2017-05-30 16:08:00,10.7
ON02GD9060,NO23,2017-06-13 15:48:00,6.44
ON02GD9060,NO23,2017-06-27 15:52:00,10.9
ON02GD9060,NO23,2017-07-11 16:05:00,6.32
ON02GD9060,NO23,2017-07-25 15:47:00,4.36
ON02GD9060,NO23,2017-08-08 16:27:00,1.68
ON02GD9061,NO23,2017-05-09 16:44:00,6.99
ON02GD9061,NO23,2017-05-16 16:46:00,5.41
ON02GD9061,NO23,2017-05-30 16:41:00,8.17
ON02GD9061,NO23,2017-06-13 16:22:00,3.12
ON02GD9061,NO23,2017-06-27 16:24:00,12.8
ON02GD9061,NO23,2017-07-11 16:38:00,2.41
ON02GD9061,NO23,2017-07-25 16:23:00,2.71
ON02GD9061,NO23,2017-08-08 17:01:00,1.2
ON02GD9061,NO23,2017-08-22 15:56:00,0.787
ON02GD9061,NO23,2017-09-05 16:20:00,1.08
ON02GD9061,NO23,2017-09-18 15:52:00,0.582
ON02GD9061,NO23,2017-10-03 16:37:00,0.63
ON02GD9061,NO23,2017-10-17 15:57:00,5.77
ON02GD9061,NO23,2017-10-31 16:21:00,5.1
ON02GD9061,NO23,2017-11-14 17:23:00,6.24
ON02GD9061,NO23,2017-12-12 17:36:00,6.4
ON02GD9061,NO23,2018-01-23 16:56:00,3.59
ON02GD9061,NO23,2018-02-21 17:12:00,2.88
ON02GD9061,NO23,2018-02-28 17:59:00,6.69
ON02GD9061,NO23,2018-03-21 15:38:00,5.7
ON02GD9061,NO23,2018-04-03 16:38:00,7.07
ON02GD9061,NO23,2018-04-17 17:39:00,6.6
ON02GD9061,NO23,2018-05-01 17:33:00,5.41
ON02GD9061,NO23,2018-05-15 16:16:00,4.41
ON02GD9061,NO23,2018-05-30 15:58:00,2.13
ON02GD9061,NO23,2018-06-26 16:00:00,13.8
ON02GD9061,NO23,2018-07-17 16:32:00,0.498
ON02GD9061,NO23,2018-07-31 16:53:00,0.615
ON02GD9061,NO23,2018-08-14 16:12:00,0.606
ON02GD9061,NO23,2018-08-28 16:56:00,4.29
ON02GD9061,NO23,2018-09-11 15:54:00,1.02
ON02GD9061,NO23,2018-09-25 16:45:00,0.694
ON02GD9061,NO23,2018-10-09 15:55:00,4.31
ON02GD9061,NO23,2018-10-23 16:10:00,3.41
